Device,Core,Index,Time,PID,Event,RWBS,Offset,Length,Process
"8,0",10,989,5.948307774,0,C,W,245772000,2560,0
"8,0",10,990,5.950776418,0,C,W,245774560,2560,0
"8,0",8,1278,5.915654637,944939,G,W,245741280,2560,kworker/u48:1
"8,0",8,1279,5.915656799,944939,P,N,,,kworker/u48:1
"8,0",8,1280,5.915665769,944939,X,W,245743840,245746400,kworker/u48:1
"8,0",8,1281,5.915668625,944939,G,W,245743840,2560,kworker/u48:1
"8,0",8,1282,5.915669441,944939,U,N,,,kworker/u48:1
"8,0",8,1283,5.915670610,944939,I,W,245741280,2560,kworker/u48:1
"8,0",8,1284,5.915683066,944939,D,W,245741280,2560,kworker/u48:1
"8,0",8,1285,5.915690577,944939,P,N,,,kworker/u48:1
"8,0",8,1286,5.915692373,944939,X,W,245746400,245748960,kworker/u48:1
"8,0",8,1287,5.915692988,944939,G,W,245746400,2560,kworker/u48:1
"8,0",8,1288,5.915693218,944939,U,N,,,kworker/u48:1
"8,0",8,1289,5.915693468,944939,I,W,245743840,2560,kworker/u48:1
"8,0",8,1290,5.915695850,944939,D,W,245743840,2560,kworker/u48:1
"8,0",8,1291,5.915697335,944939,P,N,,,kworker/u48:1
"8,0",8,1292,5.915698970,944939,X,W,245748960,245751520,kworker/u48:1
"8,0",8,1293,5.915700009,944939,G,W,245748960,2560,kworker/u48:1
"8,0",8,1294,5.915700272,944939,U,N,,,kworker/u48:1
"8,0",8,1295,5.915700525,944939,I,W,245746400,2560,kworker/u48:1
"8,0",8,1296,5.915702947,944939,D,W,245746400,2560,kworker/u48:1
"8,0",8,1297,5.915704653,944939,P,N,,,kworker/u48:1
"8,0",8,1298,5.915706327,944939,X,W,245751520,245754080,kworker/u48:1
"8,0",8,1299,5.915706994,944939,G,W,245751520,2560,kworker/u48:1
"8,0",8,1300,5.915707314,944939,U,N,,,kworker/u48:1
"8,0",8,1301,5.915707556,944939,I,W,245748960,2560,kworker/u48:1
"8,0",8,1302,5.915711051,944939,D,W,245748960,2560,kworker/u48:1
"8,0",8,1303,5.915712648,944939,P,N,,,kworker/u48:1
"8,0",8,1304,5.915714064,944939,X,W,245754080,245756640,kworker/u48:1
"8,0",8,1305,5.915714682,944939,G,W,245754080,2560,kworker/u48:1
"8,0",8,1306,5.915714895,944939,U,N,,,kworker/u48:1
"8,0",8,1307,5.915715229,944939,I,W,245751520,2560,kworker/u48:1
"8,0",8,1308,5.915717530,944939,D,W,245751520,2560,kworker/u48:1
"8,0",8,1309,5.915718825,944939,P,N,,,kworker/u48:1
"8,0",8,1310,5.915720552,944939,X,W,245756640,245759200,kworker/u48:1
"8,0",8,1311,5.915721489,944939,UT,N,,,kworker/u48:1
"8,0",8,1312,5.915721729,944939,I,W,245754080,2560,kworker/u48:1
"8,0",8,1313,5.915739938,404,D,W,245754080,2560,kworker/8:1H
"8,0",8,1314,5.930661543,944939,G,W,245756640,2560,kworker/u48:1
"8,0",8,1315,5.930663449,944939,P,N,,,kworker/u48:1
"8,0",8,1316,5.930672072,944939,X,W,245759200,245761760,kworker/u48:1
"8,0",8,1317,5.930674890,944939,G,W,245759200,2560,kworker/u48:1
"8,0",8,1318,5.930675801,944939,U,N,,,kworker/u48:1
"8,0",8,1319,5.930676895,944939,I,W,245756640,2560,kworker/u48:1
"8,0",8,1320,5.930689513,944939,D,W,245756640,2560,kworker/u48:1
"8,0",8,1321,5.930697247,944939,P,N,,,kworker/u48:1
"8,0",8,1322,5.930698617,944939,X,W,245761760,245764320,kworker/u48:1
"8,0",8,1323,5.930699242,944939,G,W,245761760,2560,kworker/u48:1
"8,0",8,1324,5.930699471,944939,U,N,,,kworker/u48:1
"8,0",8,1325,5.930699807,944939,I,W,245759200,2560,kworker/u48:1
"8,0",8,1326,5.930702265,944939,D,W,245759200,2560,kworker/u48:1
"8,0",8,1327,5.930703893,944939,P,N,,,kworker/u48:1
"8,0",8,1328,5.930705459,944939,X,W,245764320,245766880,kworker/u48:1
"8,0",8,1329,5.930706071,944939,G,W,245764320,2560,kworker/u48:1
"8,0",8,1330,5.930706304,944939,U,N,,,kworker/u48:1
"8,0",8,1331,5.930706542,944939,I,W,245761760,2560,kworker/u48:1
"8,0",8,1332,5.930708550,944939,D,W,245761760,2560,kworker/u48:1
"8,0",8,1333,5.930710203,944939,P,N,,,kworker/u48:1
"8,0",8,1334,5.930712133,944939,X,W,245766880,245769440,kworker/u48:1
"8,0",8,1335,5.930712761,944939,G,W,245766880,2560,kworker/u48:1
"8,0",8,1336,5.930712985,944939,U,N,,,kworker/u48:1
"8,0",8,1337,5.930713227,944939,I,W,245764320,2560,kworker/u48:1
"8,0",8,1338,5.930715404,944939,D,W,245764320,2560,kworker/u48:1
"8,0",8,1339,5.930716943,944939,P,N,,,kworker/u48:1
"8,0",8,1340,5.930718529,944939,X,W,245769440,245772000,kworker/u48:1
"8,0",8,1341,5.930719154,944939,G,W,245769440,2560,kworker/u48:1
"8,0",8,1342,5.930719365,944939,U,N,,,kworker/u48:1
"8,0",8,1343,5.930719597,944939,I,W,245766880,2560,kworker/u48:1
"8,0",8,1344,5.930722034,944939,D,W,245766880,2560,kworker/u48:1
"8,0",8,1345,5.930723347,944939,P,N,,,kworker/u48:1
"8,0",8,1346,5.930725066,944939,X,W,245772000,245774560,kworker/u48:1
"8,0",8,1347,5.930726009,944939,UT,N,,,kworker/u48:1
"8,0",8,1348,5.930726246,944939,I,W,245769440,2560,kworker/u48:1
"8,0",8,1349,5.930744275,404,D,W,245769440,2560,kworker/8:1H
"8,0",8,1350,5.945727699,944939,G,W,245772000,2560,kworker/u48:1
"8,0",8,1351,5.945729584,944939,P,N,,,kworker/u48:1
"8,0",8,1352,5.945738351,944939,X,W,245774560,245777120,kworker/u48:1
"8,0",8,1353,5.945741147,944939,G,W,245774560,2560,kworker/u48:1
"8,0",8,1354,5.945741945,944939,U,N,,,kworker/u48:1
"8,0",8,1355,5.945743085,944939,I,W,245772000,2560,kworker/u48:1
"8,0",8,1356,5.945755631,944939,D,W,245772000,2560,kworker/u48:1
"8,0",8,1357,5.945763422,944939,P,N,,,kworker/u48:1
"8,0",8,1358,5.945764950,944939,X,W,245777120,245779680,kworker/u48:1
"8,0",8,1359,5.945765620,944939,G,W,245777120,2560,kworker/u48:1
"8,0",8,1360,5.945765847,944939,U,N,,,kworker/u48:1
"8,0",8,1361,5.945766096,944939,I,W,245774560,2560,kworker/u48:1
"8,0",8,1362,5.945769062,944939,D,W,245774560,2560,kworker/u48:1
"8,0",8,1363,5.945770602,944939,P,N,,,kworker/u48:1
"8,0",8,1364,5.945772031,944939,X,W,245779680,245782240,kworker/u48:1
"8,0",8,1365,5.945772634,944939,G,W,245779680,2560,kworker/u48:1
"8,0",8,1366,5.945772852,944939,U,N,,,kworker/u48:1
"8,0",8,1367,5.945773102,944939,I,W,245777120,2560,kworker/u48:1
"8,0",8,1368,5.945775243,944939,D,W,245777120,2560,kworker/u48:1
"8,0",8,1369,5.945776816,944939,P,N,,,kworker/u48:1
"8,0",8,1370,5.945778641,944939,X,W,245782240,245784800,kworker/u48:1
"8,0",8,1371,5.945779259,944939,G,W,245782240,2560,kworker/u48:1
"8,0",8,1372,5.945779509,944939,U,N,,,kworker/u48:1
"8,0",8,1373,5.945779785,944939,I,W,245779680,2560,kworker/u48:1
"8,0",8,1374,5.945781748,944939,D,W,245779680,2560,kworker/u48:1
"8,0",8,1375,5.945783225,944939,P,N,,,kworker/u48:1
"8,0",8,1376,5.945784475,944939,X,W,245784800,245787360,kworker/u48:1
"8,0",8,1377,5.945785107,944939,G,W,245784800,2560,kworker/u48:1
"8,0",8,1378,5.945785329,944939,U,N,,,kworker/u48:1
"8,0",8,1379,5.945785571,944939,I,W,245782240,2560,kworker/u48:1
"8,0",8,1380,5.945787715,944939,D,W,245782240,2560,kworker/u48:1
"8,0",8,1381,5.945789025,944939,P,N,,,kworker/u48:1
"8,0",8,1382,5.945792204,944939,UT,N,,,kworker/u48:1
"8,0",8,1383,5.945792444,944939,I,W,245784800,2560,kworker/u48:1
"8,0",8,1384,5.945810212,404,D,W,245784800,2560,kworker/8:1H
"8,0",10,991,5.953232516,0,C,W,245777120,2560,0
"8,0",10,992,5.955643046,0,C,W,245779680,2560,0
"8,0",10,993,5.958150988,0,C,W,245782240,2560,0
"8,0",10,994,5.960612480,0,C,W,245784800,2560,0
"8,0",10,995,5.974248441,0,C,W,245787360,2064,0
"8,0",10,996,5.979911514,76,C,W,245789424,2560,0
"8,0",10,997,5.979912277,76,C,W,245791984,2560,0
"8,0",10,998,5.981654080,0,C,W,245794544,2560,0
"8,0",10,999,5.984097064,0,C,W,245797104,2560,0
"8,0",10,1000,5.986562558,0,C,W,245799664,2560,0
"8,0",10,1001,5.989233373,0,C,W,245802224,2560,0
"8,0",10,1002,5.991643231,0,C,W,245804784,2560,0
"8,0",10,1003,5.994151025,0,C,W,245807344,2560,0
"8,0",10,1004,5.996610874,0,C,W,245809904,2560,0
"8,0",10,1005,5.999084509,0,C,W,245812464,2560,0
"8,0",10,1006,6.001535875,0,C,W,245815024,2560,0
"8,0",8,1385,5.960746474,944939,G,W,245787360,2064,kworker/u48:1
"8,0",8,1386,5.960747683,944939,P,N,,,kworker/u48:1
"8,0",14,47,5.972176263,944939,Q,W,245789424,64784,kworker/u48:1
"8,0",14,48,5.972177177,944939,X,W,245789424,245791984,kworker/u48:1
"8,0",14,49,5.972178376,944939,G,W,245789424,2560,kworker/u48:1
"8,0",14,50,5.972178690,944939,U,N,,,kworker/u48:1
"8,0",14,51,5.972178914,944939,I,W,245787360,2064,kworker/u48:1
"8,0",14,52,5.972181186,944939,D,W,245787360,2064,kworker/u48:1
"8,0",14,53,5.972182475,944939,P,N,,,kworker/u48:1
"8,0",14,54,5.972182876,944939,X,W,245791984,245794544,kworker/u48:1
"8,0",14,55,5.972183020,944939,G,W,245791984,2560,kworker/u48:1
"8,0",14,56,5.972183091,944939,U,N,,,kworker/u48:1
"8,0",14,57,5.972183165,944939,I,W,245789424,2560,kworker/u48:1
"8,0",14,58,5.972183967,944939,D,W,245789424,2560,kworker/u48:1
"8,0",14,59,5.972184296,944939,P,N,,,kworker/u48:1
"8,0",14,60,5.972184624,944939,X,W,245794544,245797104,kworker/u48:1
"8,0",14,61,5.972184747,944939,G,W,245794544,2560,kworker/u48:1
"8,0",14,62,5.972184785,944939,U,N,,,kworker/u48:1
"8,0",14,63,5.972184824,944939,I,W,245791984,2560,kworker/u48:1
"8,0",14,64,5.972185281,944939,D,W,245791984,2560,kworker/u48:1
"8,0",14,65,5.972185572,944939,P,N,,,kworker/u48:1
"8,0",14,66,5.972185973,944939,X,W,245797104,245799664,kworker/u48:1
"8,0",14,67,5.972186086,944939,G,W,245797104,2560,kworker/u48:1
"8,0",14,68,5.972186124,944939,U,N,,,kworker/u48:1
"8,0",14,69,5.972186186,944939,I,W,245794544,2560,kworker/u48:1
"8,0",14,70,5.972186629,944939,D,W,245794544,2560,kworker/u48:1
"8,0",14,71,5.972186902,944939,P,N,,,kworker/u48:1
"8,0",14,72,5.972187278,944939,X,W,245799664,245802224,kworker/u48:1
"8,0",14,73,5.972187393,944939,G,W,245799664,2560,kworker/u48:1
"8,0",14,74,5.972187465,944939,U,N,,,kworker/u48:1
"8,0",14,75,5.972187505,944939,I,W,245797104,2560,kworker/u48:1
"8,0",14,76,5.972188012,944939,D,W,245797104,2560,kworker/u48:1
"8,0",14,77,5.972188273,944939,P,N,,,kworker/u48:1
"8,0",14,78,5.972189022,944939,X,W,245802224,245804784,kworker/u48:1
"8,0",14,79,5.972189198,944939,UT,N,,,kworker/u48:1
"8,0",14,80,5.972189247,944939,I,W,245799664,2560,kworker/u48:1
"8,0",14,81,5.972193133,259,D,W,245799664,2560,kworker/14:1H
"8,0",14,82,5.986657437,944939,G,W,245802224,2560,kworker/u48:1
"8,0",14,83,5.986658689,944939,P,N,,,kworker/u48:1
"8,0",14,84,5.986665294,944939,X,W,245804784,245807344,kworker/u48:1
"8,0",14,85,5.986667783,944939,G,W,245804784,2560,kworker/u48:1
"8,0",14,86,5.986668515,944939,U,N,,,kworker/u48:1
"8,0",14,87,5.986669513,944939,I,W,245802224,2560,kworker/u48:1
"8,0",14,88,5.986680281,944939,D,W,245802224,2560,kworker/u48:1
"8,0",14,89,5.986686821,944939,P,N,,,kworker/u48:1
"8,0",14,90,5.986688576,944939,X,W,245807344,245809904,kworker/u48:1
"8,0",14,91,5.986689242,944939,G,W,245807344,2560,kworker/u48:1
"8,0",14,92,5.986689550,944939,U,N,,,kworker/u48:1
"8,0",14,93,5.986689815,944939,I,W,245804784,2560,kworker/u48:1
"8,0",14,94,5.986692344,944939,D,W,245804784,2560,kworker/u48:1
"8,0",14,95,5.986693930,944939,P,N,,,kworker/u48:1
"8,0",14,96,5.986695847,944939,X,W,245809904,245812464,kworker/u48:1
"8,0",14,97,5.986696441,944939,G,W,245809904,2560,kworker/u48:1
"8,0",14,98,5.986696654,944939,U,N,,,kworker/u48:1
"8,0",14,99,5.986696896,944939,I,W,245807344,2560,kworker/u48:1
"8,0",14,100,5.986699530,944939,D,W,245807344,2560,kworker/u48:1
"8,0",14,101,5.986701217,944939,P,N,,,kworker/u48:1
"8,0",14,102,5.986702675,944939,X,W,245812464,245815024,kworker/u48:1
"8,0",14,103,5.986703655,944939,G,W,245812464,2560,kworker/u48:1
"8,0",14,104,5.986704009,944939,U,N,,,kworker/u48:1
"8,0",14,105,5.986704248,944939,I,W,245809904,2560,kworker/u48:1
"8,0",14,106,5.986706389,944939,D,W,245809904,2560,kworker/u48:1
"8,0",14,107,5.986707829,944939,P,N,,,kworker/u48:1
"8,0",14,108,5.986709402,944939,X,W,245815024,245817584,kworker/u48:1
"8,0",14,109,5.986710045,944939,G,W,245815024,2560,kworker/u48:1
"8,0",14,110,5.986710272,944939,U,N,,,kworker/u48:1
"8,0",14,111,5.986710506,944939,I,W,245812464,2560,kworker/u48:1
"8,0",14,112,5.986712954,944939,D,W,245812464,2560,kworker/u48:1
"8,0",14,113,5.986714444,944939,P,N,,,kworker/u48:1
"8,0",14,114,5.986715718,944939,X,W,245817584,245820144,kworker/u48:1
"8,0",14,115,5.986716579,944939,UT,N,,,kworker/u48:1
"8,0",14,116,5.986716824,944939,I,W,245815024,2560,kworker/u48:1
"8,0",14,117,5.986731926,259,D,W,245815024,2560,kworker/14:1H
"8,0",14,118,6.001616084,944939,G,W,245817584,2560,kworker/u48:1
"8,0",14,119,6.001617374,944939,P,N,,,kworker/u48:1
"8,0",14,120,6.001623743,944939,X,W,245820144,245822704,kworker/u48:1
"8,0",14,121,6.001626210,944939,G,W,245820144,2560,kworker/u48:1
"8,0",14,122,6.001626853,944939,U,N,,,kworker/u48:1
"8,0",14,123,6.001627858,944939,I,W,245817584,2560,kworker/u48:1
"8,0",14,124,6.001638547,944939,D,W,245817584,2560,kworker/u48:1
"8,0",14,125,6.001644809,944939,P,N,,,kworker/u48:1
"8,0",14,126,6.001646237,944939,X,W,245822704,245825264,kworker/u48:1
"8,0",14,127,6.001646906,944939,G,W,245822704,2560,kworker/u48:1
"8,0",14,128,6.001647122,944939,U,N,,,kworker/u48:1
"8,0",14,129,6.001647378,944939,I,W,245820144,2560,kworker/u48:1
"8,0",14,130,6.001649894,944939,D,W,245820144,2560,kworker/u48:1
"8,0",14,131,6.001651458,944939,P,N,,,kworker/u48:1
"8,0",14,132,6.001653034,944939,X,W,245825264,245827824,kworker/u48:1
"8,0",14,133,6.001653687,944939,G,W,245825264,2560,kworker/u48:1
"8,0",14,134,6.001653905,944939,U,N,,,kworker/u48:1
"8,0",14,135,6.001654161,944939,I,W,245822704,2560,kworker/u48:1
"8,0",14,136,6.001656344,944939,D,W,245822704,2560,kworker/u48:1
"8,0",14,137,6.001657948,944939,P,N,,,kworker/u48:1
"8,0",14,138,6.001659763,944939,X,W,245827824,245830384,kworker/u48:1
"8,0",14,139,6.001660396,944939,G,W,245827824,2560,kworker/u48:1
"8,0",14,140,6.001660631,944939,U,N,,,kworker/u48:1
"8,0",14,141,6.001660875,944939,I,W,245825264,2560,kworker/u48:1
"8,0",14,142,6.001663131,944939,D,W,245825264,2560,kworker/u48:1
"8,0",14,143,6.001664563,944939,P,N,,,kworker/u48:1
"8,0",14,144,6.001666448,944939,X,W,245830384,245832944,kworker/u48:1
"8,0",14,145,6.001667066,944939,G,W,245830384,2560,kworker/u48:1
"8,0",14,146,6.001667295,944939,U,N,,,kworker/u48:1
"8,0",14,147,6.001667532,944939,I,W,245827824,2560,kworker/u48:1
"8,0",14,148,6.001670048,944939,D,W,245827824,2560,kworker/u48:1
"8,0",14,149,6.001671647,944939,P,N,,,kworker/u48:1
"8,0",14,150,6.001673238,944939,X,W,245832944,245835504,kworker/u48:1
"8,0",14,151,6.001674137,944939,UT,N,,,kworker/u48:1
"8,0",14,152,6.001674381,944939,I,W,245830384,2560,kworker/u48:1
"8,0",14,153,6.001689668,259,D,W,245830384,2560,kworker/14:1H
"8,0",10,1007,6.004194648,0,C,W,245817584,2560,0
"8,0",10,1008,6.006652634,0,C,W,245820144,2560,0
"8,0",10,1009,6.009118144,0,C,W,245822704,2560,0
"8,0",10,1010,6.011555122,0,C,W,245825264,2560,0
"8,0",10,1011,6.014026064,0,C,W,245827824,2560,0
"8,0",10,1012,6.016477151,0,C,W,245830384,2560,0
"8,0",10,1013,6.019121347,0,C,W,245832944,2560,0
"8,0",10,1014,6.021603187,0,C,W,245835504,2560,0
"8,0",10,1015,6.024037196,0,C,W,245838064,2560,0
"8,0",10,1016,6.026497621,0,C,W,245840624,2560,0
"8,0",10,1017,6.028940549,0,C,W,245843184,2560,0
"8,0",10,1018,6.031409472,0,C,W,245845744,2560,0
"8,0",10,1019,6.034039787,0,C,W,245848304,2560,0
"8,0",10,1020,6.036501441,0,C,W,245850864,2560,0
"8,0",14,154,6.016553496,944939,G,W,245832944,2560,kworker/u48:1
"8,0",14,155,6.016554780,944939,P,N,,,kworker/u48:1
"8,0",14,156,6.016561471,944939,X,W,245835504,245838064,kworker/u48:1
"8,0",14,157,6.016563861,944939,G,W,245835504,2560,kworker/u48:1
"8,0",14,158,6.016564497,944939,U,N,,,kworker/u48:1
"8,0",14,159,6.016565547,944939,I,W,245832944,2560,kworker/u48:1
"8,0",14,160,6.016575893,944939,D,W,245832944,2560,kworker/u48:1
"8,0",14,161,6.016582297,944939,P,N,,,kworker/u48:1
"8,0",14,162,6.016583900,944939,X,W,245838064,245840624,kworker/u48:1
"8,0",14,163,6.016584506,944939,G,W,245838064,2560,kworker/u48:1
"8,0",14,164,6.016584733,944939,U,N,,,kworker/u48:1
"8,0",14,165,6.016584987,944939,I,W,245835504,2560,kworker/u48:1
"8,0",14,166,6.016587834,944939,D,W,245835504,2560,kworker/u48:1
"8,0",14,167,6.016589428,944939,P,N,,,kworker/u48:1
"8,0",14,168,6.016591016,944939,X,W,245840624,245843184,kworker/u48:1
"8,0",14,169,6.016591720,944939,G,W,245840624,2560,kworker/u48:1
"8,0",14,170,6.016591938,944939,U,N,,,kworker/u48:1
"8,0",14,171,6.016592191,944939,I,W,245838064,2560,kworker/u48:1
"8,0",14,172,6.016595574,944939,D,W,245838064,2560,kworker/u48:1
"8,0",14,173,6.016597225,944939,P,N,,,kworker/u48:1
"8,0",14,174,6.016598967,944939,X,W,245843184,245845744,kworker/u48:1
"8,0",14,175,6.016599592,944939,G,W,245843184,2560,kworker/u48:1
"8,0",14,176,6.016599824,944939,U,N,,,kworker/u48:1
"8,0",14,177,6.016600066,944939,I,W,245840624,2560,kworker/u48:1
"8,0",14,178,6.016602215,944939,D,W,245840624,2560,kworker/u48:1
"8,0",14,179,6.016603553,944939,P,N,,,kworker/u48:1
"8,0",14,180,6.016605444,944939,X,W,245845744,245848304,kworker/u48:1
"8,0",14,181,6.016606069,944939,G,W,245845744,2560,kworker/u48:1
"8,0",14,182,6.016606293,944939,U,N,,,kworker/u48:1
"8,0",14,183,6.016606519,944939,I,W,245843184,2560,kworker/u48:1
"8,0",14,184,6.016608389,944939,D,W,245843184,2560,kworker/u48:1
"8,0",14,185,6.016609907,944939,P,N,,,kworker/u48:1
"8,0",14,186,6.016611205,944939,X,W,245848304,245850864,kworker/u48:1
"8,0",14,187,6.016612069,944939,UT,N,,,kworker/u48:1
"8,0",14,188,6.016612306,944939,I,W,245845744,2560,kworker/u48:1
"8,0",14,189,6.016627440,259,D,W,245845744,2560,kworker/14:1H
"8,0",14,190,6.031488844,944939,G,W,245848304,2560,kworker/u48:1
"8,0",14,191,6.031490021,944939,P,N,,,kworker/u48:1
"8,0",14,192,6.031496409,944939,X,W,245850864,245853424,kworker/u48:1
"8,0",14,193,6.031498902,944939,G,W,245850864,2560,kworker/u48:1
"8,0",14,194,6.031499579,944939,U,N,,,kworker/u48:1
"8,0",14,195,6.031500576,944939,I,W,245848304,2560,kworker/u48:1
"8,0",14,196,6.031511095,944939,D,W,245848304,2560,kworker/u48:1
"8,0",14,197,6.031517329,944939,P,N,,,kworker/u48:1
"8,0",14,198,6.031520309,944939,G,W,245853424,784,kworker/u48:1
"8,0",14,199,6.031520622,944939,U,N,,,kworker/u48:1
"8,0",14,200,6.031520885,944939,I,W,245850864,2560,kworker/u48:1
"8,0",14,201,6.031523333,944939,D,W,245850864,2560,kworker/u48:1
"8,0",14,202,6.031524937,944939,P,N,,,kworker/u48:1
"8,0",14,203,6.056459852,944939,Q,W,245854208,124488,kworker/u48:1
"8,0",14,204,6.056460384,944939,X,W,245854208,245856768,kworker/u48:1
"8,0",14,205,6.056460750,944939,G,W,245854208,2560,kworker/u48:1
"8,0",14,206,6.056460923,944939,U,N,,,kworker/u48:1
"8,0",14,207,6.056461076,944939,I,W,245853424,784,kworker/u48:1
"8,0",14,208,6.056462044,944939,D,W,245853424,784,kworker/u48:1
"8,0",14,209,6.056462534,944939,P,N,,,kworker/u48:1
"8,0",14,210,6.056462932,944939,X,W,245856768,245859328,kworker/u48:1
"8,0",14,211,6.056463086,944939,G,W,245856768,2560,kworker/u48:1
"8,0",14,212,6.056463148,944939,U,N,,,kworker/u48:1
"8,0",14,213,6.056463215,944939,I,W,245854208,2560,kworker/u48:1
"8,0",14,214,6.056463811,944939,D,W,245854208,2560,kworker/u48:1
"8,0",14,215,6.056464248,944939,P,N,,,kworker/u48:1
"8,0",14,216,6.056464557,944939,X,W,245859328,245861888,kworker/u48:1
"8,0",14,217,6.056464688,944939,G,W,245859328,2560,kworker/u48:1
"8,0",14,218,6.056464734,944939,U,N,,,kworker/u48:1
"8,0",14,219,6.056464781,944939,I,W,245856768,2560,kworker/u48:1
"8,0",14,220,6.056465247,944939,D,W,245856768,2560,kworker/u48:1
"8,0",14,221,6.056465560,944939,P,N,,,kworker/u48:1
"8,0",14,222,6.056465953,944939,X,W,245861888,245864448,kworker/u48:1
"8,0",14,223,6.056466080,944939,G,W,245861888,2560,kworker/u48:1
"8,0",14,224,6.056466126,944939,U,N,,,kworker/u48:1
"8,0",14,225,6.056466195,944939,I,W,245859328,2560,kworker/u48:1
"8,0",14,226,6.056466580,944939,D,W,245859328,2560,kworker/u48:1
"8,0",14,227,6.056466873,944939,P,N,,,kworker/u48:1
"8,0",14,228,6.056467203,944939,X,W,245864448,245867008,kworker/u48:1
"8,0",14,229,6.056467340,944939,G,W,245864448,2560,kworker/u48:1
"8,0",14,230,6.056467388,944939,U,N,,,kworker/u48:1
"8,0",14,231,6.056467433,944939,I,W,245861888,2560,kworker/u48:1
"8,0",14,232,6.056467845,944939,D,W,245861888,2560,kworker/u48:1
"8,0",14,233,6.056468129,944939,P,N,,,kworker/u48:1
"8,0",14,234,6.056468524,944939,X,W,245867008,245869568,kworker/u48:1
"8,0",14,235,6.056468739,944939,UT,N,,,kworker/u48:1
"8,0",14,236,6.056468786,944939,I,W,245864448,2560,kworker/u48:1
"8,0",14,237,6.056470991,259,D,W,245864448,2560,kworker/14:1H
"8,0",10,1021,6.057303999,0,C,W,245853424,784,0
"8,0",10,1022,6.059760180,0,C,W,245854208,2560,0
"8,0",10,1023,6.062218384,0,C,W,245856768,2560,0
"8,0",10,1024,6.064708211,0,C,W,245859328,2560,0
"8,0",10,1025,6.067169765,0,C,W,245861888,2560,0
"8,0",10,1026,6.069604553,0,C,W,245864448,2560,0
"8,0",10,1027,6.069627309,944939,G,W,245867008,2560,kworker/u48:1
"8,0",10,1028,6.069628116,944939,P,N,,,kworker/u48:1
"8,0",10,1029,6.069632062,944939,X,W,245869568,245872128,kworker/u48:1
"8,0",10,1030,6.069633355,944939,G,W,245869568,2560,kworker/u48:1
"8,0",10,1031,6.069633752,944939,U,N,,,kworker/u48:1
"8,0",10,1032,6.069634314,944939,I,W,245867008,2560,kworker/u48:1
"8,0",10,1033,6.069640166,944939,D,W,245867008,2560,kworker/u48:1
"8,0",10,1034,6.069644059,944939,P,N,,,kworker/u48:1
"8,0",10,1035,6.069645266,944939,X,W,245872128,245874688,kworker/u48:1
"8,0",10,1036,6.069645758,944939,G,W,245872128,2560,kworker/u48:1
"8,0",10,1037,6.069645908,944939,U,N,,,kworker/u48:1
"8,0",10,1038,6.069646112,944939,I,W,245869568,2560,kworker/u48:1
"8,0",10,1039,6.069647724,944939,D,W,245869568,2560,kworker/u48:1
"8,0",10,1040,6.069648667,944939,P,N,,,kworker/u48:1
"8,0",10,1041,6.069649788,944939,X,W,245874688,245877248,kworker/u48:1
"8,0",10,1042,6.069650200,944939,G,W,245874688,2560,kworker/u48:1
"8,0",10,1043,6.069650341,944939,U,N,,,kworker/u48:1
"8,0",10,1044,6.069650494,944939,I,W,245872128,2560,kworker/u48:1
"8,0",10,1045,6.069651953,944939,D,W,245872128,2560,kworker/u48:1
"8,0",10,1046,6.069652897,944939,P,N,,,kworker/u48:1
"8,0",10,1047,6.069654323,944939,X,W,245877248,245879808,kworker/u48:1
"8,0",10,1048,6.069654716,944939,G,W,245877248,2560,kworker/u48:1
"8,0",10,1049,6.069654852,944939,U,N,,,kworker/u48:1
"8,0",10,1050,6.069655063,944939,I,W,245874688,2560,kworker/u48:1
"8,0",10,1051,6.069656595,944939,D,W,245874688,2560,kworker/u48:1
"8,0",10,1052,6.069657477,944939,P,N,,,kworker/u48:1
"8,0",10,1053,6.069658605,944939,X,W,245879808,245882368,kworker/u48:1
"8,0",10,1054,6.069658991,944939,G,W,245879808,2560,kworker/u48:1
"8,0",10,1055,6.069659131,944939,U,N,,,kworker/u48:1
"8,0",10,1056,6.069659271,944939,I,W,245877248,2560,kworker/u48:1
"8,0",10,1057,6.069660740,944939,D,W,245877248,2560,kworker/u48:1
"8,0",10,1058,6.069661540,944939,P,N,,,kworker/u48:1
"8,0",10,1059,6.069662620,944939,X,W,245882368,245884928,kworker/u48:1
"8,0",10,1060,6.069663149,944939,UT,N,,,kworker/u48:1
"8,0",10,1061,6.069663295,944939,I,W,245879808,2560,kworker/u48:1
"8,0",10,1062,6.069673301,598,D,W,245879808,2560,kworker/10:1H
"8,0",10,1063,6.072159973,0,C,W,245867008,2560,0
"8,0",10,1064,6.074622422,0,C,W,245869568,2560,0
"8,0",10,1065,6.077196459,0,C,W,245872128,2560,0
"8,0",10,1066,6.079652878,0,C,W,245874688,2560,0
"8,0",10,1067,6.082107348,0,C,W,245877248,2560,0
"8,0",10,1068,6.084451405,0,C,W,245879808,2560,0
"8,0",10,1069,6.084493374,944939,G,W,245882368,2560,kworker/u48:1
"8,0",10,1070,6.084495033,944939,P,N,,,kworker/u48:1
"8,0",10,1071,6.084502695,944939,X,W,245884928,245887488,kworker/u48:1
"8,0",10,1072,6.084505044,944939,G,W,245884928,2560,kworker/u48:1
"8,0",10,1073,6.084505841,944939,U,N,,,kworker/u48:1
